0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200,205,210,215,220,225,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,490,495,500,505,510,515,520,525,530,535,540,545,550,555,560,565,570,575,580,585,590,595,600,605,610,615,620,625,630,635,640,645,650,655,660,665,670,675,680,685,690,695,700,705,710,715,720,725,730,735,740,745,750,755,760,765,770,775,780,785,790,795,800,805,810,815,820,825,830,835,840,845,850,855,860,865,870,875,880,885,890,895,900,905,910,915,920,925,930,935,940,945,950,955,960,965,970,975,980,985,990,995,1000
6.6094,6.66226,6.71512,6.76798,6.82084,6.8736999999999995,6.92656,6.97942,7.03228,7.08514,7.138,7.09368,7.04936,7.00504,6.96072,6.916399999999999,6.8720799999999995,6.82776,6.78344,6.73912,6.6948,6.69449,6.69418,6.6938699999999995,6.69356,6.69325,6.69294,6.69263,6.69232,6.69201,6.6917,6.69139,6.69108,6.69077,6.69046,6.69015,6.68984,6.68953,6.68922,6.68891,6.6886,6.61455,6.5405,6.46645,6.3924,6.318350000000001,6.2443,6.17025,6.0962000000000005,6.02215,5.9481,5.87405,5.800000000000001,5.72595,5.6519,5.57785,5.5038,5.42975,5.355700000000001,5.28165,5.2076,5.29023,5.37286,5.45549,5.53812,5.62075,5.70338,5.78601,5.86864,5.95127,6.0339,6.11653,6.19916,6.28179,6.36442,6.44705,6.52968,6.61231,6.69494,6.77757,6.8602,6.90381,6.94742,6.99103,7.03464,7.07825,7.12186,7.16547,7.20908,7.25269,7.2963000000000005,7.33991,7.38352,7.42713,7.47074,7.51435,7.5579600000000005,7.601570000000001,7.64518,7.68879,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324
7.168,7.168,7.168,7.168,7.168,7.168,7.168,7.168,7.168,7.168,7.168,7.12068,7.07336,7.02604,6.97872,6.9314,6.88408,6.83676,6.78944,6.74212,6.6948,6.69449,6.69418,6.6938699999999995,6.69356,6.69325,6.69294,6.69263,6.69232,6.69201,6.6917,6.69139,6.69108,6.69077,6.69046,6.69015,6.68984,6.68953,6.68922,6.68891,6.6886,6.61455,6.5405,6.46645,6.3924,6.318350000000001,6.2443,6.17025,6.0962000000000005,6.02215,5.9481,5.87405,5.800000000000001,5.72595,5.6519,5.57785,5.5038,5.42975,5.355700000000001,5.28165,5.2076,5.29023,5.37286,5.45549,5.53812,5.62075,5.70338,5.78601,5.86864,5.95127,6.0339,6.11653,6.19916,6.28179,6.36442,6.44705,6.52968,6.61231,6.69494,6.77757,6.8602,6.90381,6.94742,6.99103,7.03464,7.07825,7.12186,7.16547,7.20908,7.25269,7.2963000000000005,7.33991,7.38352,7.42713,7.47074,7.51435,7.5579600000000005,7.601570000000001,7.64518,7.68879,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324
7.168,7.168,7.168,7.168,7.168,7.168,7.168,7.168,7.168,7.168,7.168,7.12068,7.07336,7.02604,6.97872,6.9314,6.88408,6.83676,6.78944,6.74212,6.6948,6.69449,6.69418,6.6938699999999995,6.69356,6.69325,6.69294,6.69263,6.69232,6.69201,6.6917,6.69139,6.69108,6.69077,6.69046,6.69015,6.68984,6.68953,6.68922,6.68891,6.6886,6.61455,6.5405,6.46645,6.3924,6.318350000000001,6.2443,6.17025,6.0962000000000005,6.02215,5.9481,5.87405,5.800000000000001,5.72595,5.6519,5.57785,5.5038,5.42975,5.355700000000001,5.28165,5.2076,5.29023,5.37286,5.45549,5.53812,5.62075,5.70338,5.78601,5.86864,5.95127,6.0339,6.11653,6.19916,6.28179,6.36442,6.44705,6.52968,6.61231,6.69494,6.77757,6.8602,6.90381,6.94742,6.99103,7.03464,7.07825,7.12186,7.16547,7.20908,7.25269,7.2963000000000005,7.33991,7.38352,7.42713,7.47074,7.51435,7.5579600000000005,7.601570000000001,7.64518,7.68879,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324
7.168,7.168,7.168,7.168,7.168,7.168,7.168,7.168,7.168,7.168,7.168,7.12068,7.07336,7.02604,6.97872,6.9314,6.88408,6.83676,6.78944,6.74212,6.6948,6.69449,6.69418,6.6938699999999995,6.69356,6.69325,6.69294,6.69263,6.69232,6.69201,6.6917,6.69139,6.69108,6.69077,6.69046,6.69015,6.68984,6.68953,6.68922,6.68891,6.6886,6.61455,6.5405,6.46645,6.3924,6.318350000000001,6.2443,6.17025,6.0962000000000005,6.02215,5.9481,5.87405,5.800000000000001,5.72595,5.6519,5.57785,5.5038,5.42975,5.355700000000001,5.28165,5.2076,5.29023,5.37286,5.45549,5.53812,5.62075,5.70338,5.78601,5.86864,5.95127,6.0339,6.11653,6.19916,6.28179,6.36442,6.44705,6.52968,6.61231,6.69494,6.77757,6.8602,6.90381,6.94742,6.99103,7.03464,7.07825,7.12186,7.16547,7.20908,7.25269,7.2963000000000005,7.33991,7.38352,7.42713,7.47074,7.51435,7.5579600000000005,7.601570000000001,7.64518,7.68879,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324
7.168,7.168,7.168,7.168,7.168,7.168,7.168,7.168,7.168,7.168,7.168,7.12068,7.07336,7.02604,6.97872,6.9314,6.88408,6.83676,6.78944,6.74212,6.6948,6.69449,6.69418,6.6938699999999995,6.69356,6.69325,6.69294,6.69263,6.69232,6.69201,6.6917,6.69139,6.69108,6.69077,6.69046,6.69015,6.68984,6.68953,6.68922,6.68891,6.6886,6.61455,6.5405,6.46645,6.3924,6.318350000000001,6.2443,6.17025,6.0962000000000005,6.02215,5.9481,5.87405,5.800000000000001,5.72595,5.6519,5.57785,5.5038,5.42975,5.355700000000001,5.28165,5.2076,5.29023,5.37286,5.45549,5.53812,5.62075,5.70338,5.78601,5.86864,5.95127,6.0339,6.11653,6.19916,6.28179,6.36442,6.44705,6.52968,6.61231,6.69494,6.77757,6.8602,6.90381,6.94742,6.99103,7.03464,7.07825,7.12186,7.16547,7.20908,7.25269,7.2963000000000005,7.33991,7.38352,7.42713,7.47074,7.51435,7.5579600000000005,7.601570000000001,7.64518,7.68879,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324
7.168,7.168,7.168,7.168,7.168,7.168,7.168,7.168,7.168,7.168,7.168,7.12068,7.07336,7.02604,6.97872,6.9314,6.88408,6.83676,6.78944,6.74212,6.6948,6.69449,6.69418,6.6938699999999995,6.69356,6.69325,6.69294,6.69263,6.69232,6.69201,6.6917,6.69139,6.69108,6.69077,6.69046,6.69015,6.68984,6.68953,6.68922,6.68891,6.6886,6.61455,6.5405,6.46645,6.3924,6.318350000000001,6.2443,6.17025,6.0962000000000005,6.02215,5.9481,5.87405,5.800000000000001,5.72595,5.6519,5.57785,5.5038,5.42975,5.355700000000001,5.28165,5.2076,5.29023,5.37286,5.45549,5.53812,5.62075,5.70338,5.78601,5.86864,5.95127,6.0339,6.11653,6.19916,6.28179,6.36442,6.44705,6.52968,6.61231,6.69494,6.77757,6.8602,6.90381,6.94742,6.99103,7.03464,7.07825,7.12186,7.16547,7.20908,7.25269,7.2963000000000005,7.33991,7.38352,7.42713,7.47074,7.51435,7.5579600000000005,7.601570000000001,7.64518,7.68879,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324,7.7324
7.138,7.14862,7.15924,7.16986,7.18048,7.1911000000000005,7.20172,7.21234,7.2229600000000005,7.23358,7.2442,6.768940000000001,6.29368,5.81842,5.34316,4.867900000000001,4.39264,3.91738,3.44212,2.9668599999999996,2.4916,2.64742,2.80324,2.95906,3.11488,3.2706999999999997,3.42652,3.58234,3.7381599999999997,3.89398,4.049799999999999,4.20562,4.36144,4.51726,4.67308,4.8289,4.984719999999999,5.14054,5.29636,5.45218,5.608,5.67497,5.74194,5.80891,5.8758799999999995,5.94285,6.0098199999999995,6.07679,6.143759999999999,6.21073,6.277699999999999,6.34467,6.41164,6.47861,6.54558,6.61255,6.67952,6.74649,6.81346,6.8804300000000005,6.9474,6.96962,6.99184,7.01406,7.03628,7.0585,7.08072,7.10294,7.12516,7.14738,7.1696,7.19182,7.21404,7.23626,7.25848,7.2806999999999995,7.30292,7.32514,7.34736,7.36958,7.3918,7.37821,7.36462,7.35103,7.33744,7.32385,7.3102599999999995,7.29667,7.28308,7.26949,7.2559000000000005,7.24231,7.22872,7.21513,7.20154,7.18795,7.17436,7.16077,7.1471800000000005,7.13359,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12
7.138,7.14862,7.15924,7.16986,7.18048,7.1911000000000005,7.20172,7.21234,7.2229600000000005,7.23358,7.2442,6.768940000000001,6.29368,5.81842,5.34316,4.867900000000001,4.39264,3.91738,3.44212,2.9668599999999996,2.4916,2.64742,2.80324,2.95906,3.11488,3.2706999999999997,3.42652,3.58234,3.7381599999999997,3.89398,4.049799999999999,4.20562,4.36144,4.51726,4.67308,4.8289,4.984719999999999,5.14054,5.29636,5.45218,5.608,5.67497,5.74194,5.80891,5.8758799999999995,5.94285,6.0098199999999995,6.07679,6.143759999999999,6.21073,6.277699999999999,6.34467,6.41164,6.47861,6.54558,6.61255,6.67952,6.74649,6.81346,6.8804300000000005,6.9474,6.96962,6.99184,7.01406,7.03628,7.0585,7.08072,7.10294,7.12516,7.14738,7.1696,7.19182,7.21404,7.23626,7.25848,7.2806999999999995,7.30292,7.32514,7.34736,7.36958,7.3918,7.37821,7.36462,7.35103,7.33744,7.32385,7.3102599999999995,7.29667,7.28308,7.26949,7.2559000000000005,7.24231,7.22872,7.21513,7.20154,7.18795,7.17436,7.16077,7.1471800000000005,7.13359,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12
7.138,7.14862,7.15924,7.16986,7.18048,7.1911000000000005,7.20172,7.21234,7.2229600000000005,7.23358,7.2442,6.768940000000001,6.29368,5.81842,5.34316,4.867900000000001,4.39264,3.91738,3.44212,2.9668599999999996,2.4916,2.64742,2.80324,2.95906,3.11488,3.2706999999999997,3.42652,3.58234,3.7381599999999997,3.89398,4.049799999999999,4.20562,4.36144,4.51726,4.67308,4.8289,4.984719999999999,5.14054,5.29636,5.45218,5.608,5.67497,5.74194,5.80891,5.8758799999999995,5.94285,6.0098199999999995,6.07679,6.143759999999999,6.21073,6.277699999999999,6.34467,6.41164,6.47861,6.54558,6.61255,6.67952,6.74649,6.81346,6.8804300000000005,6.9474,6.96962,6.99184,7.01406,7.03628,7.0585,7.08072,7.10294,7.12516,7.14738,7.1696,7.19182,7.21404,7.23626,7.25848,7.2806999999999995,7.30292,7.32514,7.34736,7.36958,7.3918,7.37821,7.36462,7.35103,7.33744,7.32385,7.3102599999999995,7.29667,7.28308,7.26949,7.2559000000000005,7.24231,7.22872,7.21513,7.20154,7.18795,7.17436,7.16077,7.1471800000000005,7.13359,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12
7.138,7.14862,7.15924,7.16986,7.18048,7.1911000000000005,7.20172,7.21234,7.2229600000000005,7.23358,7.2442,6.768940000000001,6.29368,5.81842,5.34316,4.867900000000001,4.39264,3.91738,3.44212,2.9668599999999996,2.4916,2.64742,2.80324,2.95906,3.11488,3.2706999999999997,3.42652,3.58234,3.7381599999999997,3.89398,4.049799999999999,4.20562,4.36144,4.51726,4.67308,4.8289,4.984719999999999,5.14054,5.29636,5.45218,5.608,5.67497,5.74194,5.80891,5.8758799999999995,5.94285,6.0098199999999995,6.07679,6.143759999999999,6.21073,6.277699999999999,6.34467,6.41164,6.47861,6.54558,6.61255,6.67952,6.74649,6.81346,6.8804300000000005,6.9474,6.96962,6.99184,7.01406,7.03628,7.0585,7.08072,7.10294,7.12516,7.14738,7.1696,7.19182,7.21404,7.23626,7.25848,7.2806999999999995,7.30292,7.32514,7.34736,7.36958,7.3918,7.37821,7.36462,7.35103,7.33744,7.32385,7.3102599999999995,7.29667,7.28308,7.26949,7.2559000000000005,7.24231,7.22872,7.21513,7.20154,7.18795,7.17436,7.16077,7.1471800000000005,7.13359,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12
